1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		40	Outdoor Collection by Marriott Bonvoy - Upscale	Marriott International	Postcard Cabins Piney Woods, Outdoor Collection by Marriott Bonvoy	Texas East	Texas East Area	Upscale	Upscale	Franchise	Existing	Open	9595 County Road 4357	Larue	TX	75770-5133	2025		10/08/2025					Small Metro/Town	Hotel	No	No	Exterior	1			04/05/2010	48213C0550E	48213C	0550E	No	100-year and 500-year Floodplain		Postcard Cabins	2189872476	Brooklyn, NY 11201-3007	147 Prince St		147 Prince St	Brooklyn, NY 11201-3007	2189872476	Postcard Cabins
		200	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Abilene Downtown Convention Center	Texas North	Abilene	Upscale	Upscale	Chain Management	Existing	Open	500 Cypress St	Abilene	TX	79601-5176	2023		06/28/2023	Monthly & Daily	13	23,021	11,600	Urban	Hotel	No	No	Interior	7							No			Robert Hanna								Robert Hanna
		46	Outdoor Collection by Marriott Bonvoy - Upscale	Marriott International	Postcard Cabins Brazos Valley, Outdoor Collection by Marriott Bonvoy	Texas Central	Central Texas Area	Upscale	Upscale	Franchise	Existing	Open	17777 Deer Run Rd	Navasota	TX	77868-6701	2020		06/01/2020					Small Metro/Town	Hotel	No	Yes	Interior	1			04/03/2012	48185C0550C	48185C	0550C	No	100-year and 500-year Floodplain		Postcard Cabins	2189872476	Brooklyn, NY 11201-3007	147 Prince St		147 Prince St	Brooklyn, NY 11201-3007	2189872476	Postcard Cabins
		50	Spark by Hilton	Hilton Worldwide	Spark by Hilton Dumas	Texas Panhandle	Panhandle Area	Midscale	Midscale	Franchise	Existing	Open	1610 S Dumas Ave	Dumas	TX	79029	2003	2024	10/01/2003	Monthly & Daily		0	0	Small Metro/Town	Hotel	No	No	Interior	2	73	1.460					No		Pritesh N. Bhatka	InVision Hotel Group		Dumas, TX 79029-5530	1620 S Dumas Ave	Pritesh N. Bhatka	1620 S Dumas Ave	Dumas, TX 79029-5530		InVision Hotel Group
		78	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Dumas	Texas Panhandle	Panhandle Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2010 S Dumas Ave	Dumas	TX	79029	2009		04/01/2009	Monthly & Daily	2	1,360	1,080	Small Metro/Town	Hotel	No	No	Interior	3	90	1.154					No		Pritesh N. Bhatka	InVision Hotel Group		Dumas, TX 79029-5530	1620 S Dumas Ave	Pritesh N. Bhatka	1620 S Dumas Ave	Dumas, TX 79029-5530		InVision Hotel Group
		123	IHG Military Hotels	IHG Hotels & Resorts	IHG Military Hotels Candlewood Suites Building 11193	El Paso, TX	El Paso Surrounding	Upper Midscale	Upper Midscale	Chain Management	Existing	Open	11193 Duncan St	Fort Bliss	TX	79908	2018		05/07/2018					Small Metro/Town	Hotel	No	No	Interior	4	122	0.992					No			Centinel	6153248800	Brentwood, TN 37027	310 Seven Springs Way		310 Seven Springs Way	Brentwood, TN 37027	6153248800	Centinel
		94	Hampton by Hilton	Hilton Worldwide	Hampton Inn by Hilton Wharton	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2019 FM 102 Rd	Wharton	TX	77488-8790	2026		01/30/2026					Small Metro/Town	Hotel	No	No	Interior	4	68	0.723	12/21/2017	48481C0355F	48481C	0355F	Yes	100-year Floodplain	Mahesh Patel	Mahesh R Patel	9032881310	Spring, TX 77379-2760	7022 Wheaton Crest Ln	Mahesh Patel	7022 Wheaton Crest Ln	Spring, TX 77379-2760	9032881310	Mahesh R Patel
		44	IHG White Label Midscale	IHG Hotels & Resorts	Grander Inn & Suites	Texas East	Tyler	Midscale	Midscale	Franchise	Existing	Open	3913 Frankston Hwy	Tyler	TX	75701	2008	2026	10/28/2008	Monthly	0	0	0	Small Metro/Town	Hotel	No	No	Interior	3	46	1.045	04/16/2014	48423C0365D	48423C	0365D	No	100-year and 500-year Floodplain	Amita Patel	Amita Patel	9032625511	Tyler, TX 75702-1133	2600 W Northwest Loop 323	Amita Patel	2600 W Northwest Loop 323	Tyler, TX 75702-1133	9032625511	Amita Patel	11/21/2025
		57	City Express by Marriott	Marriott International	City Express by Marriott Bonham	Texas North	Texas North Area	Midscale	Midscale	Franchise	Existing	Temporarily Closed	1051 GK Reddy Ave	Bonham	TX	75418	2023	2026	06/16/2023	Monthly	1	600	600	Small Metro/Town	Hotel	No	No	Interior	3	44	0.772	02/18/2011	48147C0355C	48147C	0355C	Yes	100-year Floodplain	GK Reddy	Reddy Hotels & Management Group	8062888888	Plainview, TX 79072	3001 Dimmitt Rd	GK Reddy	3001 Dimmitt Rd	Plainview, TX 79072	8062888888	Reddy Hotels & Management Group	08/10/2023
		125	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Tyler	Texas East	Tyler	Upscale	Upscale	Franchise	Existing	Open	220 E Grande Blvd	Tyler	TX	75703	2009		02/01/2009	Monthly & Daily	6	3,177	2,100	Small Metro/Town	Hotel	No	No	Interior	3	97	0.776	04/16/2014	48423C0370D	48423C	0370D	Yes	100-year Floodplain		Lodging Opportunity Fund REIT	7016306500	Fargo, ND 58103	1635 43rd St Suite # 305		1635 43rd St Suite # 305	Fargo, ND 58103	7016306500	Lodging Opportunity Fund REIT	09/29/2023
		149	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Harlingen Convention Center	McAllen/Brownsville, TX	Brownsville	Upscale	Upscale	Franchise	Existing	Open	751 Harlingen Hts Dr	Harlingen	TX	78552	2020		11/20/2020	Monthly & Daily	17	44,000	25,320	Suburban	Hotel	No	No	Interior	5	158	1.060	02/16/2018	48061C0255F	48061C	0255F	No	500-year Floodplain		Preston Hollow Community Capital	2143890800	Dallas, TX 75201-2213	2121 Pearl St Suite # 600		2121 Pearl St Suite # 600	Dallas, TX 75201-2213	2143890800	Preston Hollow Community Capital
		64	Hampton by Hilton	Hilton Worldwide	Hampton Inn Alpine	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2607 W Highway 90	Alpine	TX	79830	2009		06/02/2009	Monthly & Daily	1	812	812	Small Metro/Town	Hotel	No	No	Interior	3	73	1.141					No		Arvind Gandhi	Arvind N Gandhi	2819759580	Fort Stockton, TX 79735	1003 N Rio St	Arvind Gandhi	1003 N Rio St	Fort Stockton, TX 79735	2819759580	Arvind N Gandhi
		107	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Laredo North	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1420 Hospitality Dr	Laredo	TX	78045	2024		07/17/2024	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4			04/02/2008	48479C1205C	48479C	1205C	No	100-year and 500-year Floodplain		Texas Western Hospitality	9729348699	Addison, TX 75001-4639	15275 Quorum Dr		15275 Quorum Dr	Addison, TX 75001-4639	9729348699	Texas Western Hospitality	04/05/2023
		97	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Amarillo East	Texas Panhandle	Amarillo	Upper Midscale	Upper Midscale	Franchise	Existing	Open	7775 E I 40	Amarillo	TX	79118	2021		07/20/2021	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	2	86	0.887	06/04/2010	48375C0534C	48375C	0534C	No	100-year and 500-year Floodplain	Dipak Patel	Route 66 Amarillo Llc	8064635548	Amarillo, TX 79124	46 Colonial Dr	Dipak Patel	46 Colonial Dr	Amarillo, TX 79124	8064635548	Route 66 Amarillo Llc
		73	Hampton by Hilton	Hilton Worldwide	Hampton Inn Monahans	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2021 S Ilda Ave	Monahans	TX	79756-7928	2020		08/13/2020	Monthly & Daily	1	300	300	Interstate	Hotel	No	No	Interior	4	100	1.370					No			Peachtree Group	4044974111	Atlanta, GA 30326-4228	3500 Lenox Rd Suite # 625		3500 Lenox Rd Suite # 625	Atlanta, GA 30326-4228	4044974111	Peachtree Group
		85	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Weatherford	Fort Worth/Arlington, TX	Fort Worth West	Upper Midscale	Upper Midscale	Franchise	Existing	Open	864 E Interstate 20	Weatherford	TX	76087	2022		12/29/2022	Monthly & Daily	1	621	621	Interstate	Hotel	No	No	Interior	6							No		Prem Panchal	NP Hospitality LLC	8175949181	Weatherford, TX 76087	121 Wood Bend Ct	Prem Panchal	121 Wood Bend Ct	Weatherford, TX 76087	8175949181	NP Hospitality LLC	01/05/2026
		85	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Big Spring	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	805 W Interstate 20	Big Spring	TX	79720	2009		11/01/2009	Monthly & Daily	1	625	625	Interstate	Hotel	No	No	Interior	4			10/06/2010	48227C0315C	48227C	0315C	No	100-year and 500-year Floodplain		Payal Hotel Enterprises Inc.	4322649800	Big Spring, TX 79720-0003	804 W Interstate 20		804 W Interstate 20	Big Spring, TX 79720-0003	4322649800	Payal Hotel Enterprises Inc.
		64	Hampton by Hilton	Hilton Worldwide	Hampton Inn Pecos	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	215 S Interstate 20, Frontage Rd	Pecos	TX	79772	2010		06/18/2010	Monthly & Daily	1	900	900	Interstate	Hotel	No	No	Interior	3	43	0.672					No			Arvind N Gandhi	2819759580	Fort Stockton, TX 79735	1003 N Rio St		1003 N Rio St	Fort Stockton, TX 79735	2819759580	Arvind N Gandhi
		138	Spark by Hilton	Hilton Worldwide	Spark by Hilton Amarillo East	Texas Panhandle	Amarillo	Midscale	Midscale	Franchise	Existing	Open	2301 E Interstate 40	Amarillo	TX	79104	2003	2005	06/01/2003	Monthly & Daily	0	0	0	Suburban	Hotel	No	No	Interior	4	171	1.239	06/04/2010	48375C0533C	48375C	0533C	Yes	100-year Floodplain	Imtiyaz Sindha	Imtiyaz Sindha	8067786365	Amarillo, TX 79119	5704 Monsterrat	Imtiyaz Sindha	5704 Monsterrat	Amarillo, TX 79119	8067786365	Imtiyaz Sindha	08/19/2024
		90	Tru by Hilton	Hilton Worldwide	Tru by Hilton El Paso Northeast	El Paso, TX	El Paso Surrounding	Midscale	Midscale	Franchise	Existing	Open	3620 Joe Battle Blvd	El Paso	TX	79938-2628	2019		06/12/2019	Monthly & Daily				Suburban	Hotel	No	No	Interior	4	80	0.889					No		Alpesh Patel	Kana Hotel Group	8655605102	Knoxville, TN 37923    	410 N Cedar Bluff Rd Suite # 200	Alpesh Patel	410 N Cedar Bluff Rd Suite # 200	Knoxville, TN 37923    	8655605102	Kana Hotel Group
		74	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn Wichita Falls-Sikes Senter Mall	Texas North	Wichita Falls	Upper Midscale	Upper Midscale	Franchise	Existing	Open	4217 Kemp Blvd	Wichita Falls	TX	76308	2005		06/01/2005	Monthly & Daily	1	576	576	Small Metro/Town	Hotel	No	No	Interior	3			02/12/2021	48009C0085C	48485C	0085C	No	100-year and 500-year Floodplain	Barry Sternlicht	Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700	Barry Sternlicht	591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group	10/01/2024
		299	IHG Military Hotels	IHG Hotels & Resorts	IHG Military Hotels Building 1384	San Antonio, TX	San Antonio Northeast	Upper Midscale	Upper Midscale	Chain Management	Existing	Open	3325 Letterman Rd	Fort Sam Houston	TX	78234	2009		08/14/2009					Suburban	Hotel	No	No	Interior	4	278	0.930	06/19/2020	48029C0404H	48029C	0404H	Yes	100-year Floodplain		Centinel	6153248800	Brentwood, TN 37027	310 Seven Springs Way		310 Seven Springs Way	Brentwood, TN 37027	6153248800	Centinel
		84	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Dalhart	Texas Panhandle	Panhandle Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	700 Liberal St	Dalhart	TX	79022	2022		07/27/2022	Monthly & Daily	1	540	540	Small Metro/Town	Hotel	No	No	Interior	3							No			Imbue Investments	2813100888	Kingwood, TX 77339	22790 Hwy 59 N		22790 Hwy 59 N	Kingwood, TX 77339	2813100888	Imbue Investments
		84	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Paris	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3143 NE Loop 286	Paris	TX	75460-3435	2024		04/01/2024	Monthly & Daily	1	351	351	Small Metro/Town	Hotel	No	Yes	Interior	4			08/16/2011	48277C0320C	48277C	0320C	Yes	100-year Floodplain	Mihir Pankaj	Mihir Enterprises Inc		Paris, TX 75460	2650 N Main St	Mihir Pankaj	2650 N Main St	Paris, TX 75460		Mihir Enterprises Inc
		67	Hampton by Hilton	Hilton Worldwide	Hampton Inn Paris	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3563 NE Loop 286	Paris	TX	75460	2000	2018	08/01/2000	Monthly & Daily	1	351	351	Small Metro/Town	Hotel	No	No	Interior	3	76	1.134	08/16/2011	48277C0320C	48277C	0320C	No	100-year and 500-year Floodplain	Carol Lowery	Mihir Pankaj		Paris, TX 75460	2650 N Main St	Carol Lowery	2650 N Main St	Paris, TX 75460		Mihir Pankaj	11/21/2023
		63	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn San Angelo	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2959 Loop 306	San Angelo	TX	76904	1996		12/01/1996	Monthly & Daily				Small Metro/Town	Hotel	No	No	Interior	1			06/19/2012	48451C0490E	48451C	0490E	No	100-year and 500-year Floodplain		Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group	10/01/2024
		103	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Del Rio	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	122 Lowe Dr	Del Rio	TX	78840	2025		11/17/2025	Monthly & Daily	2	1,054	814	Small Metro/Town	Hotel	No	Yes	Interior	4			07/22/2010	48465C1645D	48465C	1645D	No	100-year and 500-year Floodplain	Biren Patel	Patriot Hospitality	2144410434	Irving, TX 75038-2448	1431 Greenway Dr Suite # 380	Biren Patel	1431 Greenway Dr Suite # 380	Irving, TX 75038-2448	2144410434	Patriot Hospitality	12/06/2023
		81	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Longview	Texas East	Longview	Upper Midscale	Upper Midscale	Franchise	Existing	Open	160 Lucy Rd	Longview	TX	75602-9709	2021		11/04/2021	Monthly & Daily	1	858	858	Interstate	Hotel	No	No	Interior	4			09/03/2014	48183C0111F	48183C	0111F	No	100-year and 500-year Floodplain	Jere Ruff	Ruff Realtors	9037534444	Longview, TX 75601    	400 S Fredonia St	Jere Ruff	400 S Fredonia St	Longview, TX 75601    	9037534444	Ruff Realtors
		125	Hyatt Place	Hyatt Corporation	Hyatt Place Lubbock	Texas Panhandle	Lubbock	Upscale	Upscale	Franchise	Existing	Open	2309 Mac Davis Ln	Lubbock	TX	79401	2016		02/01/2016	Monthly & Daily	1	1,027	1,027	Urban	Hotel	No	No	Interior	5			09/28/2007	48303C0305E	48303C	0305E	No	100-year and 500-year Floodplain		GIC Real Estate	68898888	Singapore, SGP 068912	168 Robinson Rd Suite # 37-01, Capital Tower		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912	68898888	GIC Real Estate
		55	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Fredericksburg	Texas Hill Country	Texas Hill Country	Upper Midscale	Upper Midscale	Franchise	Existing	Open	515 E Main St	Fredericksburg	TX	78624	2006		05/01/2007	Monthly & Daily	2	1,040	800	Small Metro/Town	Hotel	No	No	Interior	3							No			Kothe Kenneth K		Fredericksburg, TX 78624-4615	501 E Main St		501 E Main St	Fredericksburg, TX 78624-4615		Kothe Kenneth K
		61	Hampton by Hilton	Hilton Worldwide	Hampton Inn Alice	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3135 E Main St	Alice	TX	78332	2008	2018	12/01/2008	Monthly & Daily	1	625	625	Small Metro/Town	Hotel	No	No	Interior	3	68	1.115	08/15/2017	48249C0245D	48249C	0245D	Yes	100-year Floodplain	Anant Patel	Envision Hospitality		Mansfield, TX 76063-7585	307 Dover Heights Trl	Anant Patel	307 Dover Heights Trl	Mansfield, TX 76063-7585		Envision Hospitality
		65	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Eagle Pass	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3301 E Main St	Eagle Pass	TX	78852	2000		04/01/2001	Monthly & Daily	1	696	696	Small Metro/Town	Hotel	No	No	Interior	3			04/04/2011	48323C0455D	48323C	0455D	No	100-year and 500-year Floodplain	Vipal Patel	Vipal M Patel	5753788696	Roseville, CA 95661-4089	2772 Carradale Dr	Vipal Patel	2772 Carradale Dr	Roseville, CA 95661-4089	5753788696	Vipal M Patel	01/18/2024
		113	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Lubbock University	Texas Panhandle	Lubbock	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2828 Marsha Sharp Fwy	Lubbock	TX	79415-3405	2020		12/18/2020	Monthly & Daily	1	676	676	Urban	Hotel	No	No	Interior	5	98	0.867	09/28/2007	48303C0285E	48303C	0285E	No	100-year and 500-year Floodplain		Treemont Partners	8327907772	Houston, TX 77057-1086	1415 S Voss Rd Suite # 110-94		1415 S Voss Rd Suite # 110-94	Houston, TX 77057-1086	8327907772	Treemont Partners
		70	Hampton by Hilton	Hilton Worldwide	Hampton Inn Sulphur Springs	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1202 Mockingbird Ln	Sulphur Springs	TX	75482	2009		06/01/2010	Monthly & Daily	1	600	600	Interstate	Hotel	No	No	Interior	4	74	1.057	03/17/2011	48223C0330E	48223C	0330E	Yes	100-year Floodplain	Sheel Patel	Sheel Patel	6056956535	Leander, TX 78641	2909 Canto Ter	Sheel Patel	2909 Canto Ter	Leander, TX 78641	6056956535	Sheel Patel	12/26/2024
		81	Hampton by Hilton	Hilton Worldwide	Hampton Inn Pampa	Texas Panhandle	Panhandle Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2820 N Perryton Pky	Pampa	TX	79065-2818	2010		01/01/2010	Monthly & Daily	1	625	625	Small Metro/Town	Hotel	No	No	Interior	4	80	0.988	11/04/2010	48179C0030C	48179C	0030C	No	100-year and 500-year Floodplain	Vidhyadhar Mitta	Mitta’s Group	4132713100	Springfield, MA 01115    	1500 Main St	Vidhyadhar Mitta	1500 Main St	Springfield, MA 01115    	4132713100	Mitta’s Group	10/01/2024
		74	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Wichita Falls	Texas North	Wichita Falls	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2681 Plaza Pky	Wichita Falls	TX	76308	2021		05/17/2021	Monthly & Daily	3	1,764	1,584	Small Metro/Town	Hotel	No	Yes	Interior	4	64	0.865	02/12/2021	48009C0085C	48485C	0085C	Yes	100-year Floodplain	Munir A. Lalani	Lalani Lodging	9406929885	Waco, TX 76710-4482	5400 Bosque Blvd Suite # 202	Munir A. Lalani	5400 Bosque Blvd Suite # 202	Waco, TX 76710-4482	9406929885	Lalani Lodging
		76	Tru by Hilton	Hilton Worldwide	Tru by Hilton Wichita Falls	Texas North	Wichita Falls	Midscale	Midscale	Franchise	Existing	Open	2681 Plaza Pky	Wichita Falls	TX	76308	2021		05/17/2021	Monthly & Daily	3	1,764	1,584	Small Metro/Town	Hotel	No	No	Interior	4	68	0.895	02/12/2021	48009C0085C	48485C	0085C	Yes	100-year Floodplain	Kary H. Lalani	Lalani Lodging	9406929885	Waco, TX 76710-4482	5400 Bosque Blvd Suite # 202	Kary H. Lalani	5400 Bosque Blvd Suite # 202	Waco, TX 76710-4482	9406929885	Lalani Lodging
		79	IHG White Label Midscale	IHG Hotels & Resorts	Lake Texoma Inn and Suites	Texas North	Texas North Area	Midscale	Midscale	Franchise	Existing	Permanently Closed	715 N Point Lookout Dr	Denison	TX	75020	2008	2025	04/01/2008		1	600	600	Small Metro/Town	Hotel	No	No	Interior	4	90	1.139	06/02/2011	40013C0500E	48181C	0500E	No	100-year and 500-year Floodplain		Pravin Godhani	8702389399	Wynne, AR 72396	1728 Oakdale Ln		1728 Oakdale Ln	Wynne, AR 72396	8702389399	Pravin Godhani	05/01/2024
		40	Outdoor Collection by Marriott Bonvoy - Upscale	Marriott International	Postcard Cabins Hill Country, Outdoor Collection by Marriott Bonvoy	Austin, TX	San Marcos/Austin Surrounding	Upscale	Upscale	Franchise	Existing	Open	1405 Pump Station Rd	Wimberley	TX	78676-2237	2020		05/21/2025					Small Metro/Town	Hotel	No	Yes	Exterior	1	19	0.475	09/02/2005	48209C0225F	48209C	0225F	Yes	100-year Floodplain	Michael Cohen	Postcard Cabins	2189872476	Brooklyn, NY 11201-3007	147 Prince St	Michael Cohen	147 Prince St	Brooklyn, NY 11201-3007	2189872476	Postcard Cabins
		63	Hampton by Hilton	Hilton Worldwide	Hampton Inn Abilene	Texas North	Abilene	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3917 Ridgemont Dr	Abilene	TX	79606	1995		11/01/1995	Monthly & Daily				Suburban	Hotel	No	No	Interior	1			01/06/2012	48441C0219F	48441C	0219F	No	100-year and 500-year Floodplain	Barry Sternlicht	Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700	Barry Sternlicht	591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group	10/01/2024
		77	Tru by Hilton	Hilton Worldwide	Tru by Hilton Laredo Airport	Texas South	Texas South Area	Midscale	Midscale	Franchise	Existing	Open	7120 Rosson Rd	Laredo	TX	78041	2020		05/01/2020	Monthly & Daily	1	2,576	2,576	Suburban	Hotel	No	No	Interior	5	145	1.883	04/02/2008	48479C1215C	48479C	1215C	No	100-year and 500-year Floodplain	Shashi Vaswani	Vasdevani Investments	9567231198	LAREDO, TX 78041	7220 Bob Bullock Loop Suite # 4A	Shashi Vaswani	7220 Bob Bullock Loop Suite # 4A	LAREDO, TX 78041	9567231198	Vasdevani Investments
		74	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Laredo Airport	Texas South	Texas South Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	7120 Rosson Rd	Laredo	TX	78041	2020		05/01/2020	Monthly & Daily	1	2,576	2,576	Suburban	Hotel	No	Yes	Interior	5	148	2.000	04/02/2008	48479C1215C	48479C	1215C	No	100-year and 500-year Floodplain	Shashi Vaswani	Vasdevani Investments	9567231198	LAREDO, TX 78041	7220 Bob Bullock Loop Suite # 4A	Shashi Vaswani	7220 Bob Bullock Loop Suite # 4A	LAREDO, TX 78041	9567231198	Vasdevani Investments
		66	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Brenham	Texas Central	Central Texas Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2605 Schulte Blvd	Brenham	TX	77833	2009		11/01/2009	Monthly & Daily	1	625	625	Small Metro/Town	Hotel	No	No	Interior	3	66	1.000	08/16/2011	48477C0295C	48477C	0295C	No	100-year and 500-year Floodplain	Bharat Patel	Bharat Patel	2818505979	Houston, TX 77059	3214 Pleasant Cove Ct	Bharat Patel	3214 Pleasant Cove Ct	Houston, TX 77059	2818505979	Bharat Patel	07/01/2018
